"datasetID";"supportID";"rexaID";"author";"title";"venue";"year";"window";"mykey"
20;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"used in our experiments. For the Soybean and <b <b>Census</b> Income</b> datasets, we have given the sizes of the supplied training and test sets. For the remaining datasets, we have given the sizes of the training and test sets in our #ve-fold crossvalidation runs. Data Set";1556
117;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"used in our experiments. For the Soybean and <b>Census</b> <b>Income</b> datasets, we have given the sizes of the supplied training and test sets. For the remaining datasets, we have given the sizes of the training and test sets in our #ve-fold crossvalidation runs. Data Set";1557
31;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"[2], two datasets (Census Income and Forest <b>Covertype</b>  from the UCI KDD archive [1], and three synthetic datasets. We give their sizes and numbers of attributes and classes in Table 1. All three of our synthetic";1558
90;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"only the first ten examples before being 2 Recall that we test base model hm on the training examples in order to adjust their weights before using them to generate base model hm+1 . Table 1: The datasets used in our experiments. For the <b>Soybean</b> and Census Income datasets, we have given the sizes of the supplied training and test sets. For the remaining datasets, we have given the sizes of the";1559
91;"9A4AB71FA8007EBC766C93E25181A097B2216D38";"5193dfc0a9d39b5f86fe360d6beff81aa9b7390e";"Nikunj C. Oza and Stuart J. Russell";"Experimental comparisons of online and batch versions of bagging and boosting";"KDD";"2001";"only the first ten examples before being 2 Recall that we test base model hm on the training examples in order to adjust their weights before using them to generate base model hm+1 . Table 1: The datasets used in our experiments. For the <b>Soybean</b> and Census Income datasets, we have given the sizes of the supplied training and test sets. For the remaining datasets, we have given the sizes of the";1560
53;"9A5CF4BB1AECD4BD3AEAE921DA32C0D4C98AFB76";"9acaa3dfebccac9d79abb08f7eced65482be1631";"Inderjit S. Dhillon and Dharmendra S. Modha and W. Scott Spangler";"Class visualization of high-dimensional data with applications";"Department of Computer Sciences, University of Texas";"2002";"to preserve the inter-class structure present in the original multidimensional space R d . The underlying theory, supported by several illustrations on the <b>Iris</b> plant and ISOLET speech reognition data sets [Blake et al., 1998], is presented in Section 2. Class-similarity graphs to enhance each individual two-dimensional projection of the data (see Section 3). 2 Class tours that show sequences of the";1561
54;"9A5CF4BB1AECD4BD3AEAE921DA32C0D4C98AFB76";"9acaa3dfebccac9d79abb08f7eced65482be1631";"Inderjit S. Dhillon and Dharmendra S. Modha and W. Scott Spangler";"Class visualization of high-dimensional data with applications";"Department of Computer Sciences, University of Texas";"2002";"to preserve the inter-class structure present in the original multidimensional space R d . The underlying theory, supported by several illustrations on the Iris plant and <b>ISOLET</b> speech reognition data sets [Blake et al., 1998], is presented in Section 2. Class-similarity graphs to enhance each individual two-dimensional projection of the data (see Section 3). 2 Class tours that show sequences of the";1562
1;"9A8276E97FC149884AD95CD5A9AAE312A351FFE0";"3fe33086239c6beec412b11fde015871a85c6011";"Sally Jo Cunningham";"Dataset cataloging metadata for machine learning applications and research";"Department of Computer Science University of Waikato";"";"At UCI, for example, the documentation records range from the highly specific (for example, the <b>abalone</b> dataset record in Figure 1a) to the nearly non-existent (the ""undocumented databases"" directory at UCI, as typified by the economic sanctions data description in Figure 1b). This variability is not";1563
153;"9A8276E97FC149884AD95CD5A9AAE312A351FFE0";"3fe33086239c6beec412b11fde015871a85c6011";"Sally Jo Cunningham";"Dataset cataloging metadata for machine learning applications and research";"Department of Computer Science University of Waikato";"";";;; -*- Mode: LISP; Syntax: common-lisp; Base: 10 -*- ;;;totally undocumented <b>sanctions</b> database. ;;;Pazzani AAAI-86 or EWSL-88 (a) portion of abalone data description (b) <b>economic sanctions</b> dataset header Figure 1. Content independent catalog samples from the UCI ML dataset repository content-dependent: In comparison to content-independent metadata, content-dependent descriptors are directly";1564
52;"9ABD1A7995047CAF7ABB79B07682B1FFE981D9BD";"1570e3547e5d0131eee5b25f40359409b8d8c396";"Rajesh Parekh and Jihoon Yang and Vasant Honavar";"Constructive Neural-Network Learning Algorithms for Pattern Classification";"";"";"outputs represents the number of output classes, and attributes describes the type of input attributes of the patterns. The real-world datasets <b>ionosphere</b>  pima, segmentation, and vehicle are available at the UCI Machine Learning Repository [32] while the 3-circles dataset was artificially generated. The 3-circles dataset comprises of 1800";1565
149;"9ABD1A7995047CAF7ABB79B07682B1FFE981D9BD";"1570e3547e5d0131eee5b25f40359409b8d8c396";"Rajesh Parekh and Jihoon Yang and Vasant Honavar";"Constructive Neural-Network Learning Algorithms for Pattern Classification";"";"";"outputs represents the number of output classes, and attributes describes the type of input attributes of the patterns. The real-world datasets ionosphere, pima, segmentation, and <b>vehicle</b> are available at the UCI Machine Learning Repository [32] while the 3-circles dataset was artificially generated. The 3-circles dataset comprises of 1800";1566
2;"9ACFD6C46DC7B85BEFED23535BDBEB734B1AD849";"03a71aaf988c71c8022be08734da8e376f7fe037";"Omid Madani and David M. Pennock and Gary William Flake";"Co-Validation: Using Model Disagreement to Validate Classification Algorithms";"Yahoo! Research Labs";"";"unlabeled data does not tend to wildly underestimate error, even though it's theoretically possible. 3 Experiments We conducted experiments on the 20 Newsgroups and Reuters-21578 test categorization datasets 1 , and the Votes, Chess, <b>Adult</b>  and Optics datasets from the UCI collection [BKM98]. We chose 1 Available from http://www.ics.uci.edu/ and http://www.daviddlewis.com/resources/testcollections/ two";1567
23;"9ACFD6C46DC7B85BEFED23535BDBEB734B1AD849";"03a71aaf988c71c8022be08734da8e376f7fe037";"Omid Madani and David M. Pennock and Gary William Flake";"Co-Validation: Using Model Disagreement to Validate Classification Algorithms";"Yahoo! Research Labs";"";"unlabeled data does not tend to wildly underestimate error, even though it's theoretically possible. 3 Experiments We conducted experiments on the 20 Newsgroups and Reuters-21578 test categorization datasets 1 , and the Votes, <b>Chess</b>  Adult, and Optics datasets from the UCI collection [BKM98]. We chose 1 Available from http://www.ics.uci.edu/ and http://www.daviddlewis.com/resources/testcollections/ two";1568
21;"9ACFD6C46DC7B85BEFED23535BDBEB734B1AD849";"03a71aaf988c71c8022be08734da8e376f7fe037";"Omid Madani and David M. Pennock and Gary William Flake";"Co-Validation: Using Model Disagreement to Validate Classification Algorithms";"Yahoo! Research Labs";"";"unlabeled data does not tend to wildly underestimate error, even though it's theoretically possible. 3 Experiments We conducted experiments on the 20 Newsgroups and Reuters-21578 test categorization datasets 1 , and the Votes, <b>Chess</b>  Adult, and Optics datasets from the UCI collection [BKM98]. We chose 1 Available from http://www.ics.uci.edu/ and http://www.daviddlewis.com/resources/testcollections/ two";1569
22;"9ACFD6C46DC7B85BEFED23535BDBEB734B1AD849";"03a71aaf988c71c8022be08734da8e376f7fe037";"Omid Madani and David M. Pennock and Gary William Flake";"Co-Validation: Using Model Disagreement to Validate Classification Algorithms";"Yahoo! Research Labs";"";"unlabeled data does not tend to wildly underestimate error, even though it's theoretically possible. 3 Experiments We conducted experiments on the 20 Newsgroups and Reuters-21578 test categorization datasets 1 , and the Votes, <b>Chess</b>  Adult, and Optics datasets from the UCI collection [BKM98]. We chose 1 Available from http://www.ics.uci.edu/ and http://www.daviddlewis.com/resources/testcollections/ two";1570
137;"9ACFD6C46DC7B85BEFED23535BDBEB734B1AD849";"03a71aaf988c71c8022be08734da8e376f7fe037";"Omid Madani and David M. Pennock and Gary William Flake";"Co-Validation: Using Model Disagreement to Validate Classification Algorithms";"Yahoo! Research Labs";"";"unlabeled data does not tend to wildly underestimate error, even though it's theoretically possible. 3 Experiments We conducted experiments on the 20 Newsgroups and <b>Reuters</b> 21578 test categorization datasets 1 , and the Votes, Chess, Adult, and Optics datasets from the UCI collection [BKM98]. We chose 1 Available from http://www.ics.uci.edu/ and http://www.daviddlewis.com/resources/testcollections/ two";1571
5;"9AE8D5A6870E2F629B3CE39D2090C56D07727E1B";"e3fb3565af764647303c58f32b57a23f9eae18c0";"Krista Lagus and Esa Alhoniemi and Jeremias Seppa and Antti Honkela and Arno Wagner";"INDEPENDENT VARIABLE GROUP ANALYSIS IN LEARNING COMPACT REPRESENTATIONS FOR DATA";"Neural Networks Research Centre, Helsinki University of Technology";"";"models optimized carefully using the IVGA implementation. The model search of our IVGA implementation was able to discover the best grouping, i.e., the one with the smallest cost. 3.2. <b>Arrhythmia</b> data set The identification of different types of heart problems, namely cardiac arrhythmias, is carried out based on electrocardiography measurings from a large number of electrodes. We used a freely";1572
45;"9AE8D5A6870E2F629B3CE39D2090C56D07727E1B";"e3fb3565af764647303c58f32b57a23f9eae18c0";"Krista Lagus and Esa Alhoniemi and Jeremias Seppa and Antti Honkela and Arno Wagner";"INDEPENDENT VARIABLE GROUP ANALYSIS IN LEARNING COMPACT REPRESENTATIONS FOR DATA";"Neural Networks Research Centre, Helsinki University of Technology";"";"models optimized carefully using the IVGA implementation. The model search of our IVGA implementation was able to discover the best grouping, i.e., the one with the smallest cost. 3.2. Arrhythmia data set The identification of different types of <b>heart</b> problems, namely cardiac arrhythmias, is carried out based on electrocardiography measurings from a large number of electrodes. We used a freely";1573
155;"9B0ED36480B43C38D03240BD6A9B05CF89AD707B";"f91a9d851efd2169d5f16f8bfd5c7b9d2b81655c";"C. esar and Cesar Guerra-Salcedo and Darrell Whitley";"Feature Selection Mechanisms for Ensemble Creation : A Genetic Search Perspective";"Department of Computer Science Colorado State University";"";"Features Classes Train Size Test Size LandSat 36 6 4435 2000 DNA 180 39 2000 1186 Segment 19 7 210 2100 <b>Cloud</b> 204 10 1000 633 Table 1: Dataset employed for the experiments. In the DNA dataset the attributes values are 0 or 1. In the Segment and the Cloud dataset the attributes values are floats. In the LandSat dataset the attribute values";1574
67;"9B0ED36480B43C38D03240BD6A9B05CF89AD707B";"f91a9d851efd2169d5f16f8bfd5c7b9d2b81655c";"C. esar and Cesar Guerra-Salcedo and Darrell Whitley";"Feature Selection Mechanisms for Ensemble Creation : A Genetic Search Perspective";"Department of Computer Science Colorado State University";"";"Features Classes Train Size Test Size LandSat 36 6 4435 2000 <b>DNA</b> 180 39 2000 1186 Segment 19 7 210 2100 Cloud 204 10 1000 633 Table 1: Dataset employed for the experiments. In the DNA dataset the attributes values are 0 or 1. In the Segment and the Cloud dataset the attributes values are floats. In the LandSat dataset the attribute values";1575
146;"9B0ED36480B43C38D03240BD6A9B05CF89AD707B";"f91a9d851efd2169d5f16f8bfd5c7b9d2b81655c";"C. esar and Cesar Guerra-Salcedo and Darrell Whitley";"Feature Selection Mechanisms for Ensemble Creation : A Genetic Search Perspective";"Department of Computer Science Colorado State University";"";"the RSM method. To classify an unseen case x, each classifier in the ensemble votes on the class for x. The class with the most votes is the class predicted by the ensemble (majority-vote scheme). Dataset Features Classes Train Size Test Size <b>LandSat</b> 36 6 4435 2000 DNA 180 39 2000 1186 Segment 19 7 210 2100 Cloud 204 10 1000 633 Table 1: Dataset employed for the experiments. In the DNA dataset the";1576
98;"9B0ED36480B43C38D03240BD6A9B05CF89AD707B";"f91a9d851efd2169d5f16f8bfd5c7b9d2b81655c";"C. esar and Cesar Guerra-Salcedo and Darrell Whitley";"Feature Selection Mechanisms for Ensemble Creation : A Genetic Search Perspective";"Department of Computer Science Colorado State University";"";"1993) and a table-based classifier called Euclidean Decision Tables (EDT) (Guerra-Salcedo & Whitley 1998). Setups and Results A series of experiments were carried out using publicly available datasets provided by the Project <b>Statlog</b> 1 the UCI machine learning repository (C. Blake & Merz 1998) and by Richard Bankert of the Naval Research Laboratory. Table 1 shows the datasets employed for this";1577
